locus_tag	old_locus_tag	start	end	width	category	category_name	big_category	big_category_name
SACI_RS09900	Saci_2047	1866379	1866594	215	NA	NA	NA	NA
SACI_RS09905	Saci_2048	1866597	1867352	755	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09910	Saci_2049	1867402	1868238	836	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09920	Saci_2052	1868961	1869347	386	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09925	Saci_2053	1869515	1869790	275	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS09930	Saci_2054	1869981	1870271	290	NA	NA	NA	NA
SACI_RS09935	Saci_2055	1871167	1872585	1418	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS09940	Saci_2056	1872930	1873880	950	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS09945	Saci_2057	1873919	1874953	1034	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS09950	Saci_2058	1875156	1876487	1331	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS09955	Saci_2059	1876682	1878025	1343	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS09960	Saci_2060	1878019	1878531	512	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS09965	Saci_2061	1878613	1879272	659	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS09970	Saci_2062	1879438	1881123	1685	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS09975	Saci_2063	1881193	1881957	764	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS09980	Saci_2064	1881960	1884236	2276	C	Energy production and conversion	3	METABOLISM
SACI_RS09985	Saci_2065	1884454	1885188	734	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS09990	Saci_2066	1885365	1885955	590	NA	NA	NA	NA
SACI_RS09995	Saci_2067	1885960	1886382	422	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10000	Saci_2068	1886421	1887035	614	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10005	Saci_2069	1887074	1887406	332	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10010	Saci_2070	1887403	1888473	1070	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS11900	Saci_2071	1888427	1888774	347	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10015	Saci_2072	1888917	1889570	653	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10020	Saci_2073	1889944	1891080	1136	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10025	Saci_2074	1891245	1892489	1244	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10030	Saci_2075	1892482	1892763	281	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10035	Saci_2076	1893103	1894461	1358	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS11960		1894627	1894794	167	NA	NA	NA	NA
SACI_RS10040	Saci_2077	1894943	1896865	1922	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10045	Saci_2078	1897287	1897949	662	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10050	Saci_2079	1898115	1898345	230	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS10055	Saci_2080	1898342	1898716	374	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS10060	Saci_2081	1898928	1900034	1106	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS10065	Saci_2082	1900243	1901136	893	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10070	Saci_2083	1901241	1901804	563	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS10075	Saci_2084	1901993	1903417	1424	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS11755	Saci_2085	1903637	1903837	200	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10080	Saci_2087	1903968	1905659	1691	C	Energy production and conversion	3	METABOLISM
SACI_RS10085	Saci_2088	1905649	1907202	1553	C	Energy production and conversion	3	METABOLISM
SACI_RS10090	Saci_2089	1907202	1907708	506	NA	NA	NA	NA
SACI_RS10095	Saci_2090	1908235	1909221	986	C	Energy production and conversion	3	METABOLISM
SACI_RS10100	Saci_2091	1909218	1909664	446	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10105	Saci_2092	1909666	1910067	401	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10110	Saci_2093	1910285	1910773	488	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10115	Saci_2094	1910859	1912043	1184	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS10120	Saci_2095	1912263	1913636	1373	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS11760		1914003	1914761	758	NA	NA	NA	NA
SACI_RS10135	Saci_2097	1914889	1915974	1085	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10140	Saci_2098	1916240	1917712	1472	C	Energy production and conversion	3	METABOLISM
SACI_RS10145	Saci_2099	1917809	1918819	1010	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10150	Saci_2100	1918939	1919640	701	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10155	Saci_2101	1919652	1920485	833	NA	NA	NA	NA
SACI_RS10160	Saci_2102	1920497	1924855	4358	C	Energy production and conversion	3	METABOLISM
SACI_RS10165	Saci_2103	1925059	1925688	629	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS10170	Saci_2104	1925693	1926532	839	NA	NA	NA	NA
SACI_RS10175	Saci_2105	1926570	1927334	764	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10180	Saci_2106	1927402	1928916	1514	C	Energy production and conversion	3	METABOLISM
SACI_RS10185	Saci_2107	1928913	1929455	542	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10190	Saci_2108	1929457	1929873	416	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10195	Saci_2109	1929931	1930980	1049	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS10200	Saci_2110	1931025	1932332	1307	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10205	Saci_2111	1932477	1934174	1697	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10210	Saci_2112	1934285	1934725	440	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS10215	Saci_2113	1934770	1935936	1166	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10220	Saci_2114	1936043	1936831	788	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS10225	Saci_2115	1936970	1937188	218	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10230	Saci_2116	1937314	1938006	692	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS10235	Saci_2117	1938412	1940589	2177	C	Energy production and conversion	3	METABOLISM
SACI_RS10240	Saci_2118	1940813	1941961	1148	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10245	Saci_2119	1942046	1943188	1142	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10250		1943481	1944236	755	NA	NA	NA	NA
SACI_RS10255	Saci_2121	1944229	1945299	1070	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10260	Saci_2122	1945306	1946514	1208	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10265	Saci_2123	1946938	1949523	2585	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS10270	Saci_2124	1950091	1951167	1076	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10275	Saci_2125	1951225	1951599	374	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10280	Saci_2126	1951596	1952621	1025	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10285	Saci_2127	1952839	1954077	1238	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10290	Saci_2128	1954362	1955219	857	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10295	Saci_2129	1955292	1956584	1292	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10300	Saci_2130	1956707	1957501	794	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10305	Saci_2131	1957517	1958758	1241	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10310	Saci_2132	1958738	1959952	1214	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10315	Saci_2133	1960360	1961490	1130	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10320	Saci_2134	1961598	1962515	917	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10325	Saci_2135	1962756	1963568	812	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10330	Saci_2136	1963887	1964411	524	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS10335	Saci_2137	1964516	1965850	1334	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10340	Saci_2138	1965928	1966755	827	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10345	Saci_2139	1966994	1967353	359	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10350	Saci_2140	1967961	1968908	947	NA	NA	NA	NA
SACI_RS10355	Saci_2141	1969275	1970570	1295	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10360	Saci_2142	1970572	1971624	1052	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10365	Saci_2143	1971870	1973387	1517	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS10370	Saci_2144	1973605	1974603	998	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS10375	Saci_2145	1974724	1975815	1091	C	Energy production and conversion	3	METABOLISM
SACI_RS10380	Saci_2146	1976028	1977455	1427	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS10385	Saci_2147	1977811	1978869	1058	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10390	Saci_2148	1979031	1980698	1667	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10395	Saci_2149	1981675	1982622	947	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS10400	Saci_2150	1982675	1983595	920	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10405	Saci_2151	1983935	1984822	887	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10410	Saci_2152	1984989	1985945	956	C	Energy production and conversion	3	METABOLISM
SACI_RS10415	Saci_2153	1986065	1986532	467	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS10420	Saci_2154	1986520	1987803	1283	C	Energy production and conversion	3	METABOLISM
SACI_RS10425	Saci_2155	1988203	1989927	1724	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10430		1990097	1990336	239	NA	NA	NA	NA
SACI_RS10435	Saci_2156	1990317	1992065	1748	NA	NA	NA	NA
SACI_RS10440	Saci_2158	1992034	1992618	584	L	Replication, recombination and repair	1	INFORMATION STORAGE AND PROCESSING
SACI_RS10445	Saci_2160	1993525	1994271	746	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10450	Saci_2161	1994871	1995689	818	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10455	Saci_2162	1995757	1997691	1934	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10460	Saci_2163	1997900	1998604	704	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10465	Saci_2164	1998688	1999332	644	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS10470	Saci_2165	1999379	2000074	695	C	Energy production and conversion	3	METABOLISM
SACI_RS10475	Saci_2166	2000353	2000703	350	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10480	Saci_2167	2000715	2001335	620	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS10490	Saci_2169	2003057	2003500	443	N	Cell motility	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS10495	Saci_2170	2003590	2005236	1646	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10500	Saci_2171	2005620	2006402	782	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10505	Saci_2172	2006599	2007372	773	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10515	Saci_2175	2010026	2010583	557	NA	NA	NA	NA
SACI_RS10520	Saci_2176	2011469	2012239	770	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10525	Saci_2177	2012236	2013000	764	C	Energy production and conversion	3	METABOLISM
SACI_RS10530	Saci_2178	2013345	2014421	1076	NA	NA	NA	NA
SACI_RS12150		2014428	2014742	314	NA	NA	NA	NA
SACI_RS10535	Saci_2180	2014943	2015545	602	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS10540	Saci_2181	2015597	2016988	1391	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10545	Saci_2182	2017139	2019133	1994	Q	Secondary metabolites biosynthesis, transport and catabolism	3	METABOLISM
SACI_RS10550	Saci_2183	2019340	2019957	617	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS10555	Saci_2184	2019983	2020327	344	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10560	Saci_2185	2020633	2021421	788	G	Carbohydrate transport and metabolism	3	METABOLISM
SACI_RS10565	Saci_2186	2021719	2022729	1010	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS10570	Saci_2187	2023317	2023946	629	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10575	Saci_2188	2024540	2025484	944	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS10580	Saci_2189	2025549	2027396	1847	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10585	Saci_2190	2027845	2030319	2474	C	Energy production and conversion	3	METABOLISM
SACI_RS10590	Saci_2191	2030804	2032117	1313	C	Energy production and conversion	3	METABOLISM
SACI_RS10595	Saci_2192	2032246	2032686	440	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS10600	Saci_2193	2032646	2032873	227	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS10605	Saci_2194	2033304	2034104	800	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10610	Saci_2195	2034314	2034691	377	V	Defense mechanisms	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS10615	Saci_2196	2035017	2036135	1118	M	Cell wall/membrane/envelope biogenesis	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS10620	Saci_2197	2036205	2036453	248	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS10625	Saci_2198	2036450	2037328	878	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS10630	Saci_2199	2037459	2037725	266	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10635	Saci_2200	2037777	2038445	668	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS10640	Saci_2201	2038462	2040354	1892	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS10645	Saci_2202	2040367	2041086	719	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10650	Saci_2203	2041202	2042437	1235	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS10655	Saci_2204	2042434	2042739	305	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10660	Saci_2205	2042988	2043923	935	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10665	Saci_2206	2044132	2045256	1124	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS10670	Saci_2207	2045284	2046771	1487	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10675	Saci_2208	2046825	2048798	1973	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10680	Saci_2209	2048878	2050065	1187	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10685	Saci_2210	2050071	2050613	542	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10690	Saci_2211	2050681	2052348	1667	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10695	Saci_2212	2052558	2053550	992	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS10700	Saci_2213	2053621	2054565	944	NA	NA	NA	NA
SACI_RS10705	Saci_2214	2054663	2056171	1508	NA	NA	NA	NA
SACI_RS10710	Saci_2215	2056355	2058994	2639	NA	NA	NA	NA
SACI_RS10715	Saci_2216	2059230	2059847	617	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10720	Saci_2217	2059997	2061196	1199	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10725	Saci_2218	2061332	2063251	1919	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10730	Saci_2219	2063298	2063792	494	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10735	Saci_2220	2063999	2065036	1037	F	Nucleotide transport and metabolism	3	METABOLISM
SACI_RS10740	Saci_2221	2065138	2065809	671	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10745	Saci_2223	2065820	2066245	425	C	Energy production and conversion	3	METABOLISM
SACI_RS10750	Saci_2224	2066295	2067353	1058	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10755	Saci_2225	2067746	2069371	1625	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10760	Saci_2226	2069481	2069891	410	C	Energy production and conversion	3	METABOLISM
SACI_RS10765	Saci_2227	2070137	2070604	467	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS10770	Saci_2228	2070581	2071147	566	C	Energy production and conversion	3	METABOLISM
SACI_RS10775	Saci_2229	2071135	2072970	1835	C	Energy production and conversion	3	METABOLISM
SACI_RS10780	Saci_2230	2073136	2073570	434	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10785	Saci_2231	2073571	2074068	497	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10790	Saci_2232	2074080	2075258	1178	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10795	Saci_2233	2075255	2076403	1148	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10800	Saci_2234	2076441	2077565	1124	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10805	Saci_2235	2077650	2079509	1859	I	Lipid transport and metabolism	3	METABOLISM
SACI_RS10810	Saci_2236	2079606	2080346	740	K	Transcription	1	INFORMATION STORAGE AND PROCESSING
SACI_RS10815	Saci_2237	2080620	2081117	497	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10820	Saci_2238	2081380	2081988	608	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10825	Saci_2239	2082133	2082903	770	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS10830	Saci_2240	2082950	2083417	467	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10835	Saci_2241	2083521	2084297	776	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10840	Saci_2242	2084349	2084669	320	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10845	Saci_2243	2084666	2085580	914	H	Coenzyme transport and metabolism	3	METABOLISM
SACI_RS10850	Saci_2244	2085821	2086660	839	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10855	Saci_2245	2086760	2087572	812	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10860	Saci_2246	2087552	2088931	1379	C	Energy production and conversion	3	METABOLISM
SACI_RS10865	Saci_2247	2088932	2091259	2327	C	Energy production and conversion	3	METABOLISM
SACI_RS10870	Saci_2248	2091392	2091649	257	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10875	Saci_2249	2091714	2092904	1190	C	Energy production and conversion	3	METABOLISM
SACI_RS10880	Saci_2250	2092967	2093530	563	C	Energy production and conversion	3	METABOLISM
SACI_RS10885	Saci_2251	2093514	2093780	266	C	Energy production and conversion	3	METABOLISM
SACI_RS10890	Saci_2252	2093777	2094970	1193	C	Energy production and conversion	3	METABOLISM
SACI_RS10895	Saci_2253	2094939	2095829	890	C	Energy production and conversion	3	METABOLISM
SACI_RS10900	Saci_2254	2095854	2096726	872	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10905	Saci_2255	2096727	2098319	1592	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10910	Saci_2256	2098550	2099113	563	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10915	Saci_2257	2099323	2100048	725	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10920	Saci_2258	2100162	2100608	446	NA	NA	NA	NA
SACI_RS10925	Saci_2259	2100611	2101051	440	NA	NA	NA	NA
SACI_RS10930	Saci_2260	2101038	2102558	1520	C	Energy production and conversion	3	METABOLISM
SACI_RS10935	Saci_2261	2102564	2103316	752	NA	NA	NA	NA
SACI_RS10940	Saci_2262	2103461	2104060	599	C	Energy production and conversion	3	METABOLISM
SACI_RS10945	Saci_2263	2104738	2107104	2366	C	Energy production and conversion	3	METABOLISM
SACI_RS10950	Saci_2264	2107121	2107678	557	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS10955	Saci_2265	2107922	2108329	407	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS10960	Saci_2266	2108334	2108570	236	NA	NA	NA	NA
SACI_RS10965	Saci_2267	2108589	2109014	425	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS10970	Saci_2268	2109155	2110549	1394	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS10975	Saci_2269	2110753	2111598	845	C	Energy production and conversion	3	METABOLISM
SACI_RS10980	Saci_2270	2111601	2112092	491	C	Energy production and conversion	3	METABOLISM
SACI_RS10985	Saci_2271	2112089	2114335	2246	C	Energy production and conversion	3	METABOLISM
SACI_RS10990	Saci_2272	2114624	2115058	434	NA	NA	NA	NA
SACI_RS10995	Saci_2273	2115058	2116251	1193	C	Energy production and conversion	3	METABOLISM
SACI_RS11005	Saci_2275	2116839	2117441	602	P	Inorganic ion transport and metabolism	3	METABOLISM
SACI_RS11010	Saci_2276	2117694	2118719	1025	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS11015	Saci_2277	2118781	2122626	3845	O	Posttranslational modification, protein turnover, chaperones	2	CELLULAR PROCESSES AND SIGNALING
SACI_RS11020	Saci_2278	2122816	2123343	527	R	General function prediction only	4	POORLY CHARACTERIZED
SACI_RS11025	Saci_2279	2123432	2124382	950	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS11030	Saci_2280	2124445	2124966	521	S	Function unknown	4	POORLY CHARACTERIZED
SACI_RS11035	Saci_2281	2125123	2126745	1622	E	Amino acid transport and metabolism	3	METABOLISM
SACI_RS11040	Saci_2282	2126779	2128113	1334	G	Carbohydrate transport and metabolism	3	METABOLISM
